x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2163580060005188,0.6546720266342163,8.252966949839902e-07,0.2791168987751007,0.5738906264305115,-0.0017093687783926725,0.36987221240997314,0.5724887251853943,-0.015935732051730156,0.4415123760700226,0.6232890486717224,-0.027935726568102837,0.4900505840778351,0.6615769267082214,-0.03894834965467453,0.39230066537857056,0.5179471373558044,-0.07090046256780624,0.5270706415176392,0.5175336599349976,-0.09676852077245712,0.6018738746643066,0.5137056112289429,-0.10332156717777252,0.6613878011703491,0.507155179977417,-0.10303407907485962,0.3945311903953552,0.5895181894302368,-0.07954297959804535,0.5370867848396301,0.576347827911377,-0.1046663448214531,0.6193598508834839,0.5726552605628967,-0.10886558145284653,0.6845717430114746,0.5701228380203247,-0.1091582328081131,0.39182591438293457,0.6636449098587036,-0.08171878010034561,0.482716828584671,0.6569450497627258,-0.09978475421667099,0.44906356930732727,0.6463974118232727,-0.08134675770998001,0.41212135553359985,0.6381984353065491,-0.061332084238529205,0.3840967118740082,0.725349485874176,-0.08339456468820572,0.44349807500839233,0.6903334856033325,-0.08263589441776276,0.4196069836616516,0.6691242456436157,-0.05777744948863983,0.3945431113243103,0.6654943823814392,-0.03572286665439606,h
0.2122350037097931,0.630635142326355,7.937937311908172e-07,0.2795203924179077,0.5504658222198486,0.007598027586936951,0.3682934641838074,0.5492801666259766,-0.0033087844494730234,0.4390102028846741,0.60146164894104,-0.014589561149477959,0.4845159947872162,0.6446231603622437,-0.02509399875998497,0.39531567692756653,0.4968625605106354,-0.056552495807409286,0.5257145166397095,0.505111575126648,-0.08049284666776657,0.5980063676834106,0.5083990693092346,-0.08719600737094879,0.6547757387161255,0.5091081261634827,-0.08808650821447372,0.3980023264884949,0.5681455135345459,-0.0705069974064827,0.5371919274330139,0.5644598007202148,-0.09349068999290466,0.6158562302589417,0.5636152029037476,-0.0979614406824112,0.6765056848526001,0.562325119972229,-0.0993342474102974,0.39256036281585693,0.6437069177627563,-0.07786434888839722,0.4895274043083191,0.6432320475578308,-0.09290944784879684,0.45510828495025635,0.6295674443244934,-0.07290979474782944,0.4159393906593323,0.6172016263008118,-0.053224414587020874,0.38015249371528625,0.7094520926475525,-0.08443351089954376,0.44135579466819763,0.6782296299934387,-0.08341872692108154,0.41956719756126404,0.6550925970077515,-0.05929228290915489,0.39477968215942383,0.6488606333732605,-0.03804526850581169,h
0.23068463802337646,0.5841668248176575,8.302892524625349e-07,0.30135035514831543,0.5071170330047607,0.006458698771893978,0.3882569372653961,0.5075111389160156,-0.0076322052627801895,0.45362091064453125,0.5665491223335266,-0.02357754111289978,0.49325114488601685,0.6140682697296143,-0.03936486691236496,0.4166735112667084,0.45487722754478455,-0.057934824377298355,0.5447250604629517,0.46495509147644043,-0.08605779707431793,0.6161168813705444,0.4704175293445587,-0.09706505388021469,0.6735828518867493,0.4732288122177124,-0.10160653293132782,0.4159756600856781,0.5255914330482483,-0.0758199542760849,0.5540780425071716,0.5216374397277832,-0.10190461575984955,0.6334025859832764,0.523269534111023,-0.10969318449497223,0.6975113153457642,0.5243833661079407,-0.11417409777641296,0.4067397117614746,0.6019636392593384,-0.08772550523281097,0.5116227269172668,0.6071853041648865,-0.10799553245306015,0.47506940364837646,0.5969580411911011,-0.0895252525806427,0.4341917037963867,0.5841991901397705,-0.07059187442064285,0.3910400867462158,0.6709447503089905,-0.09909842908382416,0.45920443534851074,0.6467579007148743,-0.1039724126458168,0.4372139573097229,0.6272415518760681,-0.08115426450967789,0.41089797019958496,0.6209216713905334,-0.06043607369065285,h
0.2436170130968094,0.5765097737312317,8.022508382055094e-07,0.31981000304222107,0.5091526508331299,0.0076951985247433186,0.40665972232818604,0.5166634917259216,-0.004436463583260775,0.46634355187416077,0.5811241865158081,-0.01859583705663681,0.4972083270549774,0.6344598531723022,-0.032638147473335266,0.4382410943508148,0.470322847366333,-0.049750398844480515,0.562763512134552,0.4935294985771179,-0.07103642076253891,0.6311755776405334,0.5040488839149475,-0.0776294693350792,0.6852283477783203,0.5075048804283142,-0.07976805418729782,0.4352971315383911,0.54206782579422,-0.06660692393779755,0.5684245824813843,0.5588154196739197,-0.08374255150556564,0.6409265995025635,0.5637155771255493,-0.0892370343208313,0.6972978115081787,0.5650701522827148,-0.0932217389345169,0.42325934767723083,0.6174620985984802,-0.07768657058477402,0.5087400674819946,0.6358940601348877,-0.09028138965368271,0.4751816987991333,0.6166794896125793,-0.07686977833509445,0.43849408626556396,0.5969505310058594,-0.06375962495803833,0.40627047419548035,0.6820018291473389,-0.08826228976249695,0.45359739661216736,0.6633583307266235,-0.08831144869327545,0.43159744143486023,0.6398809552192688,-0.06991966813802719,0.40921303629875183,0.6312097311019897,-0.054080601781606674,h
0.24877774715423584,0.5807966589927673,7.655663694094983e-07,0.323860228061676,0.5135090947151184,0.012072294019162655,0.4084024727344513,0.5199441909790039,0.00358414719812572,0.46322759985923767,0.583477258682251,-0.007354517932981253,0.49456214904785156,0.6355435848236084,-0.01813032664358616,0.44358029961586,0.477123498916626,-0.0395137183368206,0.561569094657898,0.5027638077735901,-0.05694571137428284,0.6269133687019348,0.5155808925628662,-0.061865344643592834,0.6786949038505554,0.5235740542411804,-0.06341584026813507,0.44136062264442444,0.5454024076461792,-0.05653178319334984,0.5676576495170593,0.5641146302223206,-0.07169303297996521,0.6375417709350586,0.574827253818512,-0.07734181731939316,0.6938811540603638,0.5834488868713379,-0.08144677430391312,0.4282119870185852,0.6173596978187561,-0.06752074509859085,0.5080140233039856,0.6378878355026245,-0.07662751525640488,0.47538918256759644,0.6190968751907349,-0.06127822399139404,0.4407690465450287,0.5991092324256897,-0.0474998839199543,0.4086777865886688,0.6795670390129089,-0.07774551212787628,0.4561721682548523,0.6625642776489258,-0.07504957914352417,0.43480727076530457,0.6396223902702332,-0.05462319403886795,0.41247209906578064,0.6295398473739624,-0.03756212443113327,h
0.22425425052642822,0.5564243197441101,8.207850896724267e-07,0.2865868806838989,0.48487553000450134,0.004305349197238684,0.3679891526699066,0.484980970621109,-0.010493584908545017,0.428725004196167,0.5406484007835388,-0.026977183297276497,0.46596014499664307,0.5929790735244751,-0.04225151613354683,0.3943678140640259,0.43336498737335205,-0.05419069901108742,0.5117565393447876,0.4472316801548004,-0.07836470007896423,0.5760359764099121,0.4574816823005676,-0.08685430139303207,0.6267527341842651,0.4630092978477478,-0.09025885164737701,0.39433324337005615,0.4978954792022705,-0.07010114192962646,0.5207666754722595,0.502970278263092,-0.09159485250711441,0.5919358730316162,0.5107735395431519,-0.09705054014921188,0.6476099491119385,0.5169486403465271,-0.10092813521623611,0.3861326277256012,0.5675500631332397,-0.08070190995931625,0.47379136085510254,0.5829800963401794,-0.09358907490968704,0.4423815608024597,0.5752283334732056,-0.07387397438287735,0.4064684808254242,0.5633020401000977,-0.05672037973999977,0.3722161650657654,0.6296713948249817,-0.0915638655424118,0.4288432002067566,0.6202043294906616,-0.08951409161090851,0.4104401171207428,0.6082726120948792,-0.06601346284151077,0.38765019178390503,0.6035922765731812,-0.04692212492227554,h
0.3464214503765106,0.7692394852638245,5.429290581560053e-07,0.4165460169315338,0.713760256767273,0.019733501598238945,0.4925219416618347,0.7205483317375183,0.0183881688863039,0.5378193259239197,0.7681905627250671,0.01372252032160759,0.5646401643753052,0.8103343844413757,0.00908279325813055,0.52816241979599,0.6821789145469666,-0.021821118891239166,0.6261394619941711,0.7044435739517212,-0.028642522171139717,0.6803828477859497,0.7120947241783142,-0.02918558195233345,0.7245627641677856,0.7152666449546814,-0.02905510552227497,0.5284755825996399,0.7386215329170227,-0.038224540650844574,0.6328883171081543,0.7505701780319214,-0.04146977886557579,0.6916965246200562,0.7546063661575317,-0.043553680181503296,0.7383651733398438,0.7583003044128418,-0.04696331545710564,0.5180649757385254,0.7990269064903259,-0.04832443222403526,0.5742033123970032,0.817956268787384,-0.04227467253804207,0.542539119720459,0.8033689856529236,-0.0262855663895607,0.5112899541854858,0.7864596843719482,-0.01638682186603546,0.5012022852897644,0.851485550403595,-0.057773325592279434,0.525909960269928,0.8373825550079346,-0.04464608058333397,0.5034748315811157,0.8200080394744873,-0.024940837174654007,0.48244696855545044,0.811629593372345,-0.01081640925258398,h
0.4141530990600586,0.7878180146217346,3.591312633943744e-07,0.4792180061340332,0.7318242192268372,0.025145500898361206,0.5417494177818298,0.7300969362258911,0.034120310097932816,0.5811153650283813,0.7542270421981812,0.03977804258465767,0.604341983795166,0.7812684774398804,0.046011924743652344,0.5831724405288696,0.6930094361305237,0.0017536182422190905,0.6668310761451721,0.7008793354034424,0.0053667062893509865,0.7104668617248535,0.7032232880592346,0.012780806049704552,0.7452699542045593,0.704444408416748,0.019367678090929985,0.5878563523292542,0.7384307384490967,-0.008532488718628883,0.6744176149368286,0.7348153591156006,-0.0011713586281985044,0.7205378413200378,0.7349047064781189,0.0044752503745257854,0.7556315064430237,0.7362771034240723,0.007416614796966314,0.5808476805686951,0.7880544066429138,-0.013830662705004215,0.618149995803833,0.8046271800994873,-0.00016979135398287326,0.5912609696388245,0.7948687672615051,0.009151536040008068,0.5632427334785461,0.78044193983078,0.014005589298903942,0.567397952079773,0.8322792649269104,-0.01762966997921467,0.5757586359977722,0.8281075954437256,-0.0032650737557560205,0.5537800192832947,0.8143159747123718,0.00663139158859849,0.5327113270759583,0.8020105361938477,0.013787110336124897,h
0.45028021931648254,0.7572711706161499,3.648514166343375e-07,0.50063157081604,0.6984226703643799,0.017914477735757828,0.5577835440635681,0.6868129968643188,0.023629259318113327,0.5943936705589294,0.7140424251556396,0.025990154594182968,0.613360583782196,0.7475414872169495,0.02822153829038143,0.5908480286598206,0.6580829620361328,3.730017124325968e-05,0.6693239212036133,0.6597734093666077,0.0018395031802356243,0.7106939554214478,0.6586174368858337,0.006669310852885246,0.7417799234390259,0.6537729501724243,0.01078877691179514,0.5993191003799438,0.7030735015869141,-0.010706583969295025,0.6783531308174133,0.6987947821617126,-0.005175891797989607,0.7197222113609314,0.6915810108184814,-0.003432562341913581,0.7509374022483826,0.6838959455490112,-0.002814582781866193,0.5962657332420349,0.7517027258872986,-0.017587697133421898,0.6245167851448059,0.7550801634788513,-0.008060614578425884,0.6003116965293884,0.7510251998901367,-0.0013307079207152128,0.5762500762939453,0.743792712688446,0.003057449357584119,0.5857009291648865,0.7931894659996033,-0.02362162061035633,0.5918647646903992,0.7781830430030823,-0.011690345592796803,0.5747253894805908,0.7691484093666077,-0.0011972198262810707,0.557331383228302,0.7651439309120178,0.0069037205539643764,h
0.4071562886238098,0.6527071595191956,3.138302133720572e-07,0.45058244466781616,0.5721403956413269,0.012732690200209618,0.5112529993057251,0.5459909439086914,0.01574309542775154,0.5581509470939636,0.5711095929145813,0.014160615392029285,0.5868446826934814,0.6059958934783936,0.01226224098354578,0.5340744853019714,0.5134669542312622,0.005167597904801369,0.6061391830444336,0.49945706129074097,-0.0009151970152743161,0.6424668431282043,0.4942588210105896,-0.002964447718113661,0.6682511568069458,0.4906693696975708,-0.0029034086037427187,0.5527606010437012,0.5576074123382568,-0.007660458330065012,0.6232537627220154,0.5317611694335938,-0.012335659004747868,0.6645760536193848,0.5161208510398865,-0.016255628317594528,0.6977054476737976,0.5004640221595764,-0.01839132234454155,0.561750590801239,0.6078639626502991,-0.01905558817088604,0.6140735149383545,0.5932203531265259,-0.025801675394177437,0.5913822054862976,0.5986854434013367,-0.023732395842671394,0.5662582516670227,0.599587619304657,-0.018795056268572807,0.5631000399589539,0.6570842862129211,-0.029461100697517395,0.5928339958190918,0.6303438544273376,-0.03048708103597164,0.5768205523490906,0.6234775185585022,-0.02315438538789749,0.5588744282722473,0.6234831809997559,-0.015268830582499504,h
